Volatility 3 Framework 2.7.0

Offset	Name	Size
0x1deebec8	\Program Files\AVAST Software\Avast\defs\13011200\ArPot.dll	128
0x1deebf80	\ProgramData\AVAST Software\Avast\report\BehaviorShield.txt	128
0x1deed510	\ProgramData\AVAST Software\Avast\report\EmailShield.txt	128
0x1deee2f8	\ProgramData\AVAST Software\Avast\report\FileSystemShield.txt	128
0x1deee798	\Windows\System32\wlms\en-US\wlms.exe.mui	128
0x1deeee10	\ProgramData\AVAST Software\Avast\report\P2PShield.txt	128
0x1deeeec8	\ProgramData\AVAST Software\Avast\report\IMShield.txt	128
0x1deef598	\ProgramData\AVAST Software\Avast\report\WebShield.txt	128
0x1deeff80	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Math Input Panel.lnk	128
0x1def07e0	\Program Files\Common Files\microsoft shared\ink\en-US\mip.exe.mui	128
0x1def0e10	\$ConvertToNonresident	128
0x1def0ec8	\Windows\System32\mpr.dll	128
0x1def0f80	\Windows\System32\sfc_os.dll	128
0x1def1038	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Remote Desktop Connection.lnk	128
0x1def15f8	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1def1c30	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1def1f80	\Program Files\AVAST Software\Avast\ashWebSv.dll	128
0x1def26f8	\Windows\System32\pnrpnsp.dll	128
0x1def2e88	\Windows\System32\NapiNSP.dll	128
0x1def3038	\Endpoint	128
0x1def3c18	\Windows\System32\pnpts.dll	128
0x1defc3c8	\Windows\System32\netutils.dll	128
0x1defc780	\Windows\System32\netapi32.dll	128
0x1defc930	\Windows\System32\wkscli.dll	128
0x1defcc70	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1defcef0	\Windows\System32\desk.cpl	128
0x1defd5f0	\Windows\System32\AltTab.dll	128
0x1defd810	\Users\John Doe\AppData\Roaming\LibreOffice\3\user\uno_packages\cache\log.txt	128
0x1defdac8	\Program Files\LibreOffice 3.6\program\ucpexpand1.uno.dll	128
0x1defe198	\Windows\System32\en-US\tquery.dll.mui	128
0x1defef80	\Windows\System32\samcli.dll	128
0x1deff038	\ProgramData\AVAST Software\Avast\URL.db	128
0x1deff8e8	\Windows\System32\rasapi32.dll	128
0x1deffcb8	\Program Files\LibreOffice 3.6\program\resource\deploymenten-US.res	128
0x1df00038	\Windows\System32\wscapi.dll	128
0x1df002f0	\$Directory	128
0x1df00610	\Windows\System32\C_1250.NLS	128
0x1df006c8	\Windows\System32\C_950.NLS	128
0x1df008d0	\Windows\System32\C_1253.NLS	128
0x1df00a20	\Windows\System32\dbghelp.dll	128
0x1df01438	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc	128
0x1df01730	\$Directory	128
0x1df01d68	\Windows\System32\rasman.dll	128
0x1df02af8	\Program Files\AVAST Software\Avast\ashServ.dll	128
0x1df02da0	\Program Files\AVAST Software\Avast\1033\Base.dll	128
0x1df02f30	\ProgramData\AVAST Software\Avast	128
0x1df03520	\Program Files\AVAST Software\Avast\aswLog.dll	128
0x1df035d8	\Windows\System32\cscapi.dll	128
0x1df04158	\Windows\System32\shsvcs.dll	128
0x1df04328	\Program Files\AVAST Software\Avast\ashTask.dll	128
0x1df05738	\Windows\System32\drivers\etc	128
0x1df057f0	\Program Files\AVAST Software\Avast\ashTaskEx.dll	128
0x1df05ab0	\Program Files\AVAST Software\Avast\aswAux.dll	128
0x1df05b68	\Program Files\AVAST Software\Avast\aswSqLt.dll	128
0x1df05c50	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1df05dd8	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1df05f80	\Program Files\AVAST Software\Avast\aswDld.dll	128
0x1df061f0	\Program Files\AVAST Software\Avast\Aavm4h.dll	128
0x1df062c8	\Program Files\AVAST Software\Avast\AavmRpch.dll	128
0x1df06438	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1df06538	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1df06908	\Program Files\AVAST Software\Avast\aswProperty.dll	128
0x1df069c0	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1df06b30	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1df06db0	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1df06e68	\$Directory	128
0x1df0d108	\Program Files\AVAST Software\Avast\aswStrm.dll	128
0x1df0d5a0	\ProgramData\AVAST Software\Avast\Log.db	128
0x1df0da88	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1df0dd90	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1df0df80	\Program Files\AVAST Software\Avast\aswIdle.dll	128
0x1df0eae0	\Program Files\LibreOffice 3.6\program\resource\vclen-US.res	128
0x1df0ef80	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1df0f538	\Program Files\AVAST Software\Avast\defs\13011200\sl_idx.map	128
0x1df0f5f0	\Endpoint	128
0x1df0fa38	\Program Files\Internet Explorer\ieproxy.dll	128
0x1df0fda0	\Windows\System32\wscisvif.dll	128
0x1df10038	\Windows\System32\HelpPaneProxy.dll	128
0x1df10278	\Program Files\AVAST Software\Avast\defs\13011200\aswCmnIS.dll	128
0x1df10330	\Program Files\AVAST Software\Avast\defs\13011200\aswCmnBS.dll	128
0x1df104a8	\Program Files\AVAST Software\Avast\defs\13011200\aswScan.dll	128
0x1df10560	\Program Files\AVAST Software\Avast\defs\13011200\aswCmnOS.dll	128
0x1df10618	\Program Files\AVAST Software\Avast\defs\13011200\list_i.txt	128
0x1df10ec8	\$Directory	128
0x1df10f80	\Program Files\AVAST Software\Avast\defs\13011200\list_d.txt	128
0x1df11038	\Program Files\AVAST Software\Avast\defs\13011200\aswRawFS.dll	128
0x1df113e8	\Program Files\AVAST Software\Avast\defs\13011200\aswCmnOS.dll	128
0x1df114a0	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1df11940	\Program Files\AVAST Software\Avast\defs\13011200\aswEngin.dll	128
0x1df119f8	\Program Files\AVAST Software\Avast\defs\13011200\s_nmp.map	128
0x1df11ab0	\Program Files\AVAST Software\Avast\defs\13011200\aswCleanerDLL.dll	128
0x1df11b68	\Program Files\AVAST Software\Avast\defs\13011200\algo.dll	128
0x1df11c20	\Program Files\AVAST Software\Avast\defs\13011200\aswRep.dll	128
0x1df11cd8	\Windows\System32\webio.dll	128
0x1df11e48	\Program Files\AVAST Software\Avast\defs\13011200\aswFiDb.dll	128
0x1df11f80	\Program Files\AVAST Software\Avast\defs\13011200\aswEngin.dll	128
0x1df15038	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1df15220	\Program Files\AVAST Software\Avast\defs\13011200\aswRep.dll	128
0x1df15390	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1df15738	\Program Files\AVAST Software\Avast\defs\13011200\aswScan.dll	128
0x1df157f0	\Program Files\AVAST Software\Avast\defs\13011200\aswFiDb.dll	128
0x1df15c40	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1df15ec8	\Program Files\AVAST Software\Avast\defs\13011200\aswCmnIS.dll	128
0x1df15f80	\Program Files\AVAST Software\Avast\defs\13011200\aswCmnBS.dll	128
0x1df16038	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1df16188	\Program Files\AVAST Software\Avast\defs\13011200\def.ini	128
0x1df16240	\Program Files\AVAST Software\Avast\defs\13011200\l_nmp.map	128
0x1df162f8	\Program Files\AVAST Software\Avast\defs\13011200\lshe3.map	128
0x1df164e8	\Program Files\AVAST Software\Avast\defs\13011200\Sf1.bin	128
0x1df165a0	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1df168c0	\Program Files\AVAST Software\Avast\defs\13011200\db_dsql.map	128
0x1df16990	\Program Files\AVAST Software\Avast\defs\13011200\db_mx4.map	128
0x1df16b18	\Program Files\AVAST Software\Avast\defs\13011200\certs.map	128
0x1df16c50	\Program Files\AVAST Software\Avast\defs\13011200\db_dex.map	128
0x1df16d08	\Program Files\AVAST Software\Avast\defs\13011200\sl_nmp.map	128
0x1df16dc0	\Program Files\AVAST Software\Avast\defs\13011200\Sf.bin	128
0x1df16e78	\Program Files\AVAST Software\Avast\defs\13011200\db_elf.map	128
0x1df16f30	\Program Files\AVAST Software\Avast\defs\13011200\acshort.map	128
0x1df17038	\Program Files\AVAST Software\Avast\defs\13011200\db_bhv.map	128
0x1df17188	\Program Files\AVAST Software\Avast\defs\13011200\db_o7.map	128
0x1df172c0	\Program Files\AVAST Software\Avast\defs\13011200\db_xtn.map	128
0x1df17658	\Program Files\AVAST Software\Avast\defs\13011200\db_js.map	128
0x1df17790	\Program Files\AVAST Software\Avast\defs\13011200\db_mx95.map	128
0x1df17978	\Program Files\AVAST Software\Avast\defs\13011200\db_java.map	128
0x1df17db8	\Program Files\AVAST Software\Avast\defs\13011200\db_dyna.map	128
0x1df17f00	\Program Files\AVAST Software\Avast\defs\13011200\db_elfa.map	128
0x1df181f8	\Program Files\AVAST Software\Avast\defs\13011200\db_el.dat	128
0x1df184b0	\Program Files\AVAST Software\Avast\defs\13011200\db_dyna.dat	128
0x1df18568	\Program Files\AVAST Software\Avast\defs\13011200\db_elfa.dat	128
0x1df18750	\Program Files\AVAST Software\Avast\defs\13011200\db_dex.dat	128
0x1df18888	\Program Files\AVAST Software\Avast\defs\13011200\db_js.dat	128
0x1df18a70	\Program Files\AVAST Software\Avast\defs\13011200\db_bhv.dat	128
0x1df18ba8	\Program Files\AVAST Software\Avast\defs\13011200\db_dsql.dat	128
0x1df18c60	\Program Files\AVAST Software\Avast\defs\13011200\db_w6.map	128
0x1df18e48	\Program Files\AVAST Software\Avast\defs\13011200\db_swf.map	128
0x1df190e0	\Program Files\AVAST Software\Avast\defs\13011200\db_ob2.dat	128
0x1df19260	\Program Files\AVAST Software\Avast\defs\13011200\db_mx4.dat	128
0x1df193a8	\Program Files\AVAST Software\Avast\defs\13011200\db_tx.dat	128
0x1df195d0	\Program Files\AVAST Software\Avast\defs\13011200\db_o7.dat	128
0x1df198f0	\Program Files\AVAST Software\Avast\defs\13011200\db_mx95.dat	128
0x1df19a70	\Program Files\AVAST Software\Avast\defs\13011200\db_java.dat	128
0x1df19c60	\Program Files\AVAST Software\Avast\defs\13011200\db_evope.dat	128
0x1df19e48	\Program Files\AVAST Software\Avast\defs\13011200\db_elf.dat	128
0x1df1a200	\Program Files\AVAST Software\Avast\defs\13011200\whitelist.db	128
0x1df1a3e8	\Program Files\AVAST Software\Avast\defs\13011200\db_w6.dat	128
0x1df1a520	\Program Files\AVAST Software\Avast\defs\13011200\db_as.dat	128
0x1df1a708	\Program Files\AVAST Software\Avast\defs\13011200\db_u.dat	128
0x1df1a888	\Program Files\AVAST Software\Avast\defs\13011200\db_swf.dat	128
0x1df1aba8	\Program Files\AVAST Software\Avast\defs\13011200\db_pe3.dat	128
0x1df1ae60	\Program Files\AVAST Software\Avast\defs\13011200\db_pe2.dat	128
0x1df1af18	\Program Files\AVAST Software\Avast\defs\13011200\db_wh2.dat	128
0x1df1b2b0	\Program Files\LibreOffice 3.6\program\libxslt.dll	128
0x1df1b420	\Windows\System32\wlms\wlms.exe	128
0x1df1b608	\Program Files\AVAST Software\Avast\defs\13011200\pclassif.dat	128
0x1df1b928	\Program Files\AVAST Software\Avast\defs\13011200\fnames_5.dat	128
0x1df1bc60	\Program Files\AVAST Software\Avast\defs\13011200\snxclass.dat	128
0x1df1be48	\Program Files\AVAST Software\Avast\defs\13011200\dllcc.dat	128
0x1df1bf80	\Program Files\AVAST Software\Avast\defs\13011200\db_sc.dat	128
0x1df1c4c8	\Program Files\AVAST Software\Avast\defs\13011200\algo.dll	128
0x1df1d7d8	\Program Files\AVAST Software\Avast\Setup\setiface.dll	128
0x1df1d958	\Program Files\AVAST Software\Avast\Setup\servers.def	128
0x1df1f2c8	\Program Files\AVAST Software\Avast\defs\13011200\s_idx.map	128
0x1df1f410	\Windows\System32\SessEnv.dll	128
0x1df1f888	\Program Files\AVAST Software\Avast\AhResMes.dll	128
0x1df1fe18	\Program Files\AVAST Software\Avast\defs\13011200\l_idx.map	128
0x1df28e00	\ProgramData\AVAST Software\Avast\FileInfo2.db	128
0x1df29950	\Windows\System32\rasadhlp.dll	128
0x1df2b1d0	\Endpoint	128
0x1df2b3b0	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Print Management.lnk	128
0x1df2b740	\Endpoint	128
0x1df2cd48	\ProgramData\AVAST Software\Avast\log\AshWebSv.ws	128
0x1df33ca0	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1df443b0	\ProgramData\Microsoft\Windows\Start Menu\Programs\Media Center.lnk	128
0x1df44698	\Program Files\VMware\VMware Tools\plugins\vmsvc\vix.dll	128
0x1df44760	\Windows\System32\radardt.dll	128
0x1df68520	\Windows\System32\security.dll	128
0x1e0143d8	\Users\John Doe\AppData\Local\Microsoft\Windows\UsrClass.dat{0af3b11d-5c58-11e2-8885-000c29d02d2d}.TMContainer00000000000000000002.regtrans-ms	128
0x1e014490	\Windows\System32\wbem\esscli.dll	128
0x1e014818	\Windows\System32\en-US\KernelBase.dll.mui	128
0x1e014bb0	\Program Files\LibreOffice 3.6\program\deployment.dll	128
0x1e0184f8	\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5	128
0x1e018658	\Windows\System32\inetpp.dll	128
0x1e018838	\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5	128
0x1e018b38	\Program Files\VMware\VMware Tools\plugins\vmsvc\autoUpgrade.dll	128
0x1e01b4f8	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000002.regtrans-ms	128
0x1e01bd38	\Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM	128
0x1e01be30	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM.blf	128
0x1e0298b0	\Windows\System32\sxs.dll	128
0x1e029ec8	\Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\UsrClass.dat{0af3b11d-5c58-11e2-8885-000c29d02d2d}.TM	128
0x1e02e210	\Windows\Globalization\Sorting\SortDefault.nls	128
0x1e02e410	\InitShutdown	128
0x1e02e4c8	\InitShutdown	128
0x1e02e638	\InitShutdown	128
0x1e02e748	\Windows\System32\services.exe	128
0x1e02f3f0	\Windows\System32	128
0x1e02fc48	\Windows\System32\sspicli.dll	128
0x1e031760	\$Directory	128
0x1e032858	\Program Files\AVAST Software\Avast\defs\13011200\list_d.txt	128
0x1e0329c0	\$Directory	128
0x1e032b40	\Windows\System32\wbem\Repository\MAPPING2.MAP	128
0x1e032f80	\Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\UsrClass.dat{0af3b11d-5c58-11e2-8885-000c29d02d2d}.TM	128
0x1e042038	\Windows\System32\apphelp.dll	128
0x1e0425d8	\Windows\System32\wbem\WmiPrvSD.dll	128
0x1e042f80	\Windows\winsxs\FileMaps\$$_system32_21f9a9c4a2f8b514.cdf-ms	128
0x1e049408	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1e0496a8	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1e049c40	\Program Files\LibreOffice 3.6\program\emserlo.dll	128
0x1e049ef0	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Desktop.ini	128
0x1e04b958	\Windows\System32\filemgmt.dll	128
0x1e04c490	\Windows\System32\onex.dll	128
0x1e04ced8	\atsvc	128
0x1e04d190	\Windows\System32	128
0x1e04e240	\Windows\System32\wbem\Repository\OBJECTS.DATA	128
0x1e04e428	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc	128
0x1e04e780	\$Directory	128
0x1e04e8e0	\Windows\System32\lsass.exe	128
0x1e04e998	\Windows\System32\wbem\Repository\MAPPING1.MAP	128
0x1e04f208	\Windows\System32\lsm.exe	128
0x1e04f8e0	\Windows\System32	128
0x1e052238	\Users\John Doe\Desktop	128
0x1e0522f0	\Windows\System32\scesrv.dll	128
0x1e052ac0	\Windows\System32\secur32.dll	128
0x1e052d08	\Windows\System32\samsrv.dll	128
0x1e053b58	\Windows\System32\sysntfy.dll	128
0x1e053cd8	\Windows\System32\wmsgapi.dll	128
0x1e053eb8	\Windows\System32\sspisrv.dll	128
0x1e058bb8	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1e058da0	\Windows\System32\scext.dll	128
0x1e058f80	\Windows\System32\lsasrv.dll	128
0x1e05b7c8	\Windows\System32	128
0x1e05f038	\Windows\System32\en-US\conhost.exe.mui	128
0x1e060d50	\ProgramData\AVAST Software\Avast\Log.db	128
0x1e0626d8	\$Directory	128
0x1e0644d0	\Windows\System32\srvcli.dll	128
0x1e0648a8	\Windows\System32\wevtapi.dll	128
0x1e064960	\Windows\System32\tdh.dll	128
0x1e064af0	\Users\John Doe\AppData\Local\Microsoft\Windows\Caches\{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x0000000000000002.db	128
0x1e064ba8	\Windows\System32\cryptdll.dll	128
0x1e076580	\Windows\System32\mswsock.dll	128
0x1e079318	\Windows\System32\ncobjapi.dll	128
0x1e079a70	\Windows\System32\en-US\KernelBase.dll.mui	128
0x1e07a038	\Windows\System32\wship6.dll	128
0x1e07a1f0	\Windows\System32\msv1_0.dll	128
0x1e07acc8	\Windows\System32\negoexts.dll	128
0x1e07aeb8	\Windows\System32\msprivs.dll	128
0x1e07b190	\Windows\System32\themeui.dll	128
0x1e07b570	\Windows\System32\pmcsnap.dll	128
0x1e07b760	\Windows\System32\DiagCpl.dll	128
0x1e07bd20	\Users\John Doe\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\Accessibility\Desktop.ini	128
0x1e07bf80	\Windows\System32\netjoin.dll	128
0x1e07c508	\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5	128
0x1e07f130	\Program Files\VMware\VMware Tools\plugins\vmsvc\hgfsUsability.dll	128
0x1e07feb8	\Windows\System32\logoncli.dll	128
0x1e0851f0	\Windows\System32\bitsigd.dll	128
0x1e0856f8	\Program Files\LibreOffice 3.6\program\avmedialo.dll	128
0x1e0866f8	\Windows\System32\cryptsp.dll	128
0x1e087038	\Program Files\LibreOffice 3.6\program\package2.dll	128
0x1e087348	\$Directory	128
0x1e087620	\$Directory	128
0x1e087d78	\Windows\System32\dwmredir.dll	128
0x1e08c698	\Program Files\LibreOffice 3.6\program\svxcorelo.dll	128
0x1e08ccc8	\Windows\System32\kerberos.dll	128
0x1e08ef80	\Windows\System32\cngaudit.dll	128
0x1e092348	\Endpoint	128
0x1e092560	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1e092738	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1e0929b8	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1e0955a8	\Windows\System32\config\RegBack\SECURITY	128
0x1e095c40	\Windows\System32\aelupsvc.dll	128
0x1e095dd0	\Windows\System32\config\SECURITY.LOG2	128
0x1e097158	\Windows\System32\config\SECURITY.LOG1	128
0x1e0972f8	\Windows\System32\config\SECURITY	128
0x1e09c1c0	\Windows\System32\dxgi.dll	128
0x1e09c2d0	\Windows\System32\msfeedsbs.dll	128
0x1e09cf08	\$Directory	128
0x1e09e790	\Windows\System32\drivers\ndis.sys	128
0x1e0a7310	\Windows\System32\wbem\wbemsvc.dll	128
0x1e0a7408	\Windows\System32\wbem\Repository\INDEX.BTR	128
0x1e0a7558	\Windows\System32\wbem\repdrvfs.dll	128
0x1e0a7840	\Windows\System32\msls31.dll	128
0x1e0b0198	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\Task Scheduler.lnk	128
0x1e0b0888	\$Directory	128
0x1e0c25d0	\Program Files\VMware\VMware Tools\sigc-2.0.dll	128
0x1e0c4270	\Users\John Doe\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000002.regtrans-ms	128
0x1e0c4460	\Users\John Doe\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000001.regtrans-ms	128
0x1e0c4650	\Users\John Doe\AppData\Local\Microsoft\Windows\UsrClass.dat{0af3b11d-5c58-11e2-8885-000c29d02d2d}.TMContainer00000000000000000001.regtrans-ms	128
0x1e0c6d90	\Users\John Doe\AppData\Roaming\LibreOffice\3\user\uno_packages\cache\uno_packages.db	128
0x1e0c7778	\$Directory	128
0x1e0c9160	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Sound Recorder.lnk	128
0x1e0ce0b0	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc	128
0x1e0ce6a8	\Windows\System32\davhlpr.dll	128
0x1e0cead8	\Program Files\Internet Explorer\en-US\iexplore.exe.mui	128
0x1e0d0228	\Windows\System32\KBDUS.DLL	128
0x1e0d0f80	\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5	128
0x1e0d5038	\Windows\System32\migwiz\wet.dll	128
0x1e0d5178	\Windows\System32\snmpapi.dll	128
0x1e0e0418	\Users\John Doe\AppData\LocalLow\Microsoft\Internet Explorer\DOMStore\index.dat	128
0x1e0f2270	\Windows\SoftwareDistribution\ReportingEvents.log	128
0x1e0f2390	\Windows\System32\netlogon.dll	128
0x1e0f25f0	\Program Files\AVAST Software\Avast\defs\13011200\list_i.txt	128
0x1e0f28c0	\Windows\debug\PASSWD.LOG	128
0x1e0f67f0	\Users\John Doe\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\337ed59af273c758.customDestinations-ms	128
0x1e0f69d0	\Windows\System32\en-US\KernelBase.dll.mui	128
0x1e122738	\Windows\System32\wbem\wmiutils.dll	128
0x1e127038	\Windows\System32\dnsapi.dll	128
0x1e1275e0	\Windows\System32	128
0x1e1279c0	\Windows\System32\schannel.dll	128
0x1e137038	\Windows\System32\rsaenh.dll	128
0x1e1371a8	\Windows\System32\C_28591.NLS	128
0x1e1372b8	\Windows\System32\rsaenh.dll	128
0x1e137680	\Windows\System32\wdigest.dll	128
0x1e13b480	\Windows\System32\svchost.exe	128
0x1e13bb88	\Program Files\LibreOffice 3.6\program\cppcanvaslo.dll	128
0x1e13bf80	\ProgramData\Microsoft\Windows\Start Menu\Programs\XPS Viewer.lnk	128
0x1e13f1a8	\Windows\System32\en-US\lsm.exe.mui	128
0x1e13f3d8	\Windows\System32\pku2u.dll	128
0x1e13ff80	\Program Files\VMware\VMware Tools\glib-2.0.dll	128
0x1e1413e8	\lsass	128
0x1e1414a0	\Windows\System32\dllhost.exe	128
0x1e141658	\$Directory	128
0x1e141950	\Windows\System32\NaturalLanguage6.dll	128
0x1e141a70	\Windows\System32\bcryptprimitives.dll	128
0x1e148cd8	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1e148d90	\Windows\System32\efslsaext.dll	128
0x1e14f1a0	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc	128
0x1e14f4b8	\Windows\System32\spoolss.dll	128
0x1e14fb40	\Windows\System32\TSpkg.dll	128
0x1e14fd48	\Program Files\Common Files\microsoft shared\VGX\VGX.dll	128
0x1e14ff80	\Windows\System32\mmsys.cpl	128
0x1e168308	\ntsvcs	128
0x1e168428	\Windows\System32\credssp.dll	128
0x1e168f80	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1e16f2a0	\protected_storage	128
0x1e16f358	\protected_storage	128
0x1e16f728	\ProgramData\Microsoft\Windows Defender\Scans\History\CacheManager\MpSfc.bin	128
0x1e16f928	\protected_storage	128
0x1e170288	\Windows\System32\SPInf.dll	128
0x1e170a40	\ntsvcs	128
0x1e170d10	\Windows\System32\config\SAM	128
0x1e1721e0	\Windows\System32\config\SAM.LOG2	128
0x1e172398	\Windows\System32\config\SAM.LOG1	128
0x1e172870	\Windows\System32\msxml6.dll	128
0x1e172928	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1e172f80	\Windows\System32\wbem\wbemprox.dll	128
0x1e1731a8	\Windows\System32\ubpm.dll	128
0x1e173880	\scerpc	128
0x1e173938	\scerpc	128
0x1e1739f0	\Windows\System32\ntdsapi.dll	128
0x1e173aa8	\scerpc	128
0x1e173c98	\ntsvcs	128
0x1e173e50	\Windows\System32\config\RegBack\SAM	128
0x1e175c80	\Windows\System32\scecli.dll	128
0x1e17a168	\Windows\System32\WsmSvc.dll	128
0x1e17a8e0	\Windows\System32\en-US\KernelBase.dll.mui	128
0x1e17b8d8	\Windows\System32\devrtl.dll	128
0x1e17f100	\$ConvertToNonresident	128
0x1e182100	\Windows\System32\gpapi.dll	128
0x1e182740	\Windows\System32\userenv.dll	128
0x1e1829a8	\plugplay	128
0x1e182a60	\plugplay	128
0x1e182bd0	\plugplay	128
